lastUpdate,answers
1660185818,100024010
1660185818,100024010
1660185818,100024010
1660185818,100024010
1660185818,100024010
1660185818,100024010
1660272155,100009079
1660272155,100009079
1660272155,100009079
1660272155,100009079
1660272155,100009079
1660272155,100009079
1660272155,100009079
1660358467,100018248
1660358467,100018248
1660358467,100018248
1660358467,100018248
1660358467,100018248
1660358467,100018248
1660358467,100018248
1660440914,100035613
1660440914,100035613
1660440914,100035613
1660440914,100035613
1660483219,99710763
1660496256,99709190
1660501292,100015695
1660501292,100015695
1660501292,100015695
1660536312,99681086
1660551763,100002355
1660551763,100002355
1660551763,100002355
1660551763,100002355
1660551763,100002355
1660551763,100002355
1660551763,100002355
1660551763,100002355
1660628916,99915261
1660628916,99915261
1660628916,99915261
1660649307,99992995
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660658682,99911360
1660745052,99849926
1660758214,100159271
1660763456,99791838
1660777102,99794671
1660784630,100102864
1660784630,100102864
1660784630,100102864
1660819843,99791298
1660830949,99798674
1660838081,100100000
1660838081,100100000
1660838081,100100000
1660871969,99828884
1660871969,99828884
1660871969,99828884
1660871969,99828884
1660871969,99828884
1660871969,99828884
1660871969,99828884
1660930029,99815230
1660930029,99815230
1660930029,99815230
1660930029,99815230
1660930029,99815230
1660930029,99815230
1660930029,99815230
1660930029,99815230
1660930029,99815230
1661016437,99959177
1661022767,99895927
1661032321,100200000
1661043303,99895605
1661043303,99895605
1661043303,99895605
1661069835,100200000
1661079077,99883729
1661079077,99883729
1661095868,99854256
1661095868,99854256
1661119620,99844521
1661119620,99844521
1661119620,99844521
1661150674,99784818
1661150674,99784818
1661150674,99784818
1661150674,99784818
1661184138,100127358
1661188227,99803285
1661198712,100154234
1661198712,100154234
1661227187,99820291
1661227187,99820291
1661246691,99840678
1661256856,99833314
1661262820,99899141
1661262820,99899141
1661262820,99899141
1661262820,99899141
1661262820,99899141
1661301508,99887015
1661301508,99887015
1661326794,99446847
1661327538,99746984
1661327538,99746984
1661327538,99746984
1661357481,100050075
1661358235,99743742
1661358235,99743742
1661358235,99743742
1661395546,99725974
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661406803,100029282
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661493198,99930140
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661579541,99931222
1661663106,100084475
1661663106,100084475
