lastUpdate,answers
1660201362,99976622
1660201362,99976622
1660229813,99997353
1660233465,100000000
1660233465,100000000
1660263360,99996267
1660263360,99996267
1660263360,99996267
1660298009,99994218
1660298009,99994218
1660317926,99995200
1660317926,99995200
1660317926,99995200
1660317926,99995200
1660317926,99995200
1660317926,99995200
1660317926,99995200
1660404321,99957580
1660404321,99957580
1660421881,100061860
1660440314,99954806
1660451376,99967057
1660451376,99967057
1660451376,99967057
1660451376,99967057
1660497890,99972624
1660497890,99972624
1660497890,99972624
1660533554,99972028
1660535233,99983848
1660553594,100104602
1660562804,99990449
1660571476,100087428
1660579628,99972821
1660587395,100075039
1660602346,99985176
1660605752,99982861
1660619922,99974991
1660619922,99974991
1660619922,99974991
1660619922,99974991
1660619922,99974991
1660619922,99974991
1660673643,99991334
1660676362,99989535
1660676362,99989535
1660676362,99989535
1660676362,99989535
1660676362,99989535
1660676362,99989535
1660676362,99989535
1660676362,99989535
1660747808,99985775
1660760130,99992102
1660760130,99992102
1660760130,99992102
1660760130,99992102
1660760130,99992102
1660760130,99992102
1660760130,99992102
1660760130,99992102
1660832179,99984900
1660848069,100000000
1660848069,100000000
1660870154,99982680
1660873113,99986478
1660892250,99987259
1660892810,100010951
1660906623,100005289
1660906623,100005289
1660918981,100009253
1660918981,100009253
1660936721,100036264
1660943956,100016434
1660954175,99992207
1660954175,99992207
1660954175,99992207
1660954175,99992207
1660954175,99992207
1660954175,99992207
1660954175,99992207
1661023406,100006264
1661028982,100029954
1661028982,100029954
1661028982,100029954
1661028982,100029954
1661028982,100029954
1661028982,100029954
1661028982,100029954
1661096864,100055369
1661096864,100055369
1661120319,100087719
1661120319,100087719
1661142155,100091225
1661153411,99989389
1661161901,100096326
1661167508,99994843
1661176132,99994594
1661181024,100001483
1661194845,100000000
1661196090,100000000
1661213239,99999974
1661213239,99999974
1661232465,100000570
1661232465,100000570
1661232465,100000570
1661232465,100000570
1661265289,100003487
1661265289,100003487
1661265289,100003487
1661265289,100003487
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661306233,100007578
1661392636,99985492
1661392636,99985492
1661413580,99961476
1661413580,99961476
1661433986,100074855
1661433986,100074855
1661440305,99956900
1661447241,100059715
1661447241,100059715
1661447241,100059715
1661447241,100059715
1661473904,99954225
1661473904,99954225
1661473904,99954225
1661473904,99954225
1661489390,100054872
1661491942,100023708
1661491942,100023708
1661491942,100023708
1661512644,100016011
1661520297,100006879
1661520297,100006879
1661520297,100006879
1661520297,100006879
1661520297,100006879
1661545927,99990074
1661558447,99975621
1661567329,99977801
1661568223,99982205
1661568223,99982205
1661584297,99976792
1661584297,99976792
1661584297,99976792
1661584297,99976792
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661607833,100000061
1661694211,100000000
1661694211,100000000
1661694211,100000000
1661694211,100000000
1661694211,100000000
1661694211,100000000
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661731431,100019210
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661782576,99996376
1661854832,100001762
1661854832,100001762
1661854832,100001762
1661854832,100001762
1661870957,99993914
1661878935,100000000
1661878935,100000000
1661890844,100048202
1661890844,100048202
1661890844,100048202
1661903699,99943568
1661905531,100056558
1661905531,100056558
1661916913,100041660
1661916913,100041660
1661916913,100041660
1661929326,100025038
1661929326,100025038
1661934436,99920585
1661938936,100022570
1661938936,100022570
1661938936,100022570
1661938936,100022570
1661938936,100022570
1661965585,100083749
1661972001,99982411
1661972001,99982411
1661972001,99982411
1661972001,99982411
1661972001,99982411
1661972001,99982411
1662004468,99992562
1662004468,99992562
1662018253,99969577
1662018253,99969577
1662018253,99969577
1662018253,99969577
1662037197,100081620
1662038489,99970814
1662046004,99966165
1662051675,100100000
1662054077,99993508
1662054077,99993508
1662064344,100003024
1662064344,100003024
1662064344,100003024
1662064344,100003024
1662093423,100018091
1662093423,100018091
1662093423,100018091
1662093423,100018091
1662093423,100018091
1662123414,99964547
1662124975,100012849
1662124975,100012849
1662124975,100012849
1662124975,100012849
1662142717,99908915
1662149353,99905201
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662152428,100009106
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662238853,99977471
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662302590,99998116
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662388997,100000000
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662430278,99999577
1662485219,100012174
1662485219,100012174
1662485219,100012174
1662495548,100053142
1662495548,100053142
1662508338,100022651
1662510414,100016483
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662517914,100024700
1662562902,99922986
1662566835,100029540
1662566835,100029540
1662576832,99869796
1662578874,99972361
1662584895,100032354
1662584895,100032354
1662584895,100032354
1662584895,100032354
1662584895,100032354
1662584895,100032354
1662584895,100032354
1662619330,100012125
1662619330,100012125
1662619330,100012125
1662619330,100012125
1662632526,100000513
1662632526,100000513
1662632526,100000513
1662644415,100000745
1662644415,100000745
1662644415,100000745
1662644415,100000745
1662644415,100000745
1662644415,100000745
1662669703,99999781
1662669703,99999781
1662669703,99999781
1662669703,99999781
1662669703,99999781
1662696933,100002879
1662704618,99823839
1662704919,99961269
1662704919,99961269
1662704919,99961269
1662720410,99945748
1662720410,99945748
1662727630,99907919
1662727630,99907919
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662734009,100009728
1662820427,100003623
1662820427,100003623
1662820427,100003623
1662820427,100003623
1662820427,100003623
1662820427,100003623
1662856639,100004055
1662856639,100004055
1662856639,100004055
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662878489,100003713
1662934147,100022857
1662946517,99973533
1662953573,99813121
1662961108,99958600
1662961108,99958600
1662969454,99840300
1662971616,99964063
1662971616,99964063
1662971616,99964063
1662983655,99863472
1662985695,99983011
1662985695,99983011
1662985695,99983011
1663001037,99932161
1663001037,99932161
1663001037,99932161
1663001037,99932161
1663001037,99932161
1663035460,99993550
1663035460,99993550
1663035460,99993550
1663035460,99993550
1663035460,99993550
1663035460,99993550
1663035460,99993550
1663068860,99982683
1663073214,99980855
1663074324,99985896
1663078678,99974746
1663082580,100079690
1663082580,100079690
1663088345,99977134
1663092758,99987779
1663097231,100022987
1663097231,100022987
1663106088,100063880
1663114224,99961739
1663123081,99810056
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663123351,99946496
1663193665,99819500
1663194716,99948815
1663194716,99948815
1663194716,99948815
1663194716,99948815
1663225369,100083694
1663228972,99996717
1663232245,99982604
1663241822,99987224
1663249027,99984988
1663253321,99996341
1663255332,100000000
1663259205,99982870
1663269713,99999600
1663270133,99991887
1663280821,99997600
1663284364,100015704
1663284364,100015704
1663284364,100015704
1663284364,100015704
1663284364,100015704
1663284364,100015704
1663284364,100015704
1663335736,99960700
1663339665,99972125
1663339665,99972125
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663346119,99977445
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663432524,100016080
1663518927,100044794
1663518927,100044794
1663518927,100044794
1663537301,99980605
1663537301,99980605
1663552582,99975229
1663556184,99980817
