# 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
5.683787167072296143e-04,-4.693765193223953247e-03,-3.161579370498657227e-03,-2.772908657789230347e-03,-5.759146064519882202e-03,-1.310162246227264404e-03,2.579912543296813965e-03,6.510019302368164062e-04,4.565373063087463379e-03,-1.038130372762680054e-03,2.732828259468078613e-03,6.923168897628784180e-03,-1.531407237052917480e-03,3.135651350021362305e-04,2.571344375610351562e-04,-4.308670759201049805e-05,-5.901560187339782715e-03,-7.236853241920471191e-03,-3.976494073867797852e-03,-2.766430377960205078e-03,1.931533217430114746e-03,5.197674036026000977e-04,-3.058545291423797607e-03,-4.272490739822387695e-03,-5.391821265220642090e-03,-3.972768783569335938e-03,6.810128688812255859e-04,-7.111027836799621582e-03,-8.293740451335906982e-03,-3.133222460746765137e-03
5.683787167072296143e-04,2.209756523370742798e-03,1.438084989786148071e-03,-4.294961690902709961e-04,-4.359707236289978027e-04,-1.166820526123046875e-03,-1.769348978996276855e-03,-8.454449474811553955e-03,-5.237758159637451172e-03,-1.134150475263595581e-02,-5.659356713294982910e-03,3.249496221542358398e-04,-1.058802008628845215e-03,-5.414456129074096680e-03,1.405328512191772461e-04,-3.996774554252624512e-03,1.067014038562774658e-02,-2.485573291778564453e-03,1.637317240238189697e-02,-1.810774207115173340e-03,1.865944266319274902e-02,1.011462509632110596e-02,9.136646986007690430e-03,1.518073678016662598e-02,1.390606164932250977e-03,5.494505167007446289e-03,2.272106707096099854e-02,-3.593415021896362305e-03,-8.135288953781127930e-04,1.291401684284210205e-02
5.683787167072296143e-04,2.424623817205429077e-03,2.495940774679183960e-03,2.950623631477355957e-03,5.000948905944824219e-03,8.658543229103088379e-04,4.223898053169250488e-03,1.336194574832916260e-03,1.137986779212951660e-03,-4.675768315792083740e-03,-6.441324949264526367e-04,-1.609325408935546875e-05,-5.342885851860046387e-03,-8.083358407020568848e-03,-7.257536053657531738e-04,-5.228757858276367188e-03,-5.270421504974365234e-03,-5.229994654655456543e-03,-1.556336879730224609e-03,-1.924782991409301758e-03,-3.727972507476806641e-04,5.913078784942626953e-04,7.656112313270568848e-03,4.912048578262329102e-03,-6.180495023727416992e-03,-4.147917032241821289e-03,-7.430851459503173828e-03,-5.021944642066955566e-03,-5.210876464843750000e-03,-3.274023532867431641e-03
5.683787167072296143e-04,-1.888830214738845825e-03,1.358233392238616943e-03,-4.427209496498107910e-04,1.368805766105651855e-03,1.241892576217651367e-03,5.217567086219787598e-04,1.073479652404785156e-03,1.093819737434387207e-04,3.042474389076232910e-03,1.783594489097595215e-03,1.782640814781188965e-03,1.230865716934204102e-03,1.851350069046020508e-03,2.759113907814025879e-03,3.413751721382141113e-03,5.787938833236694336e-03,3.818243741989135742e-03,-1.369103789329528809e-03,5.832314491271972656e-04,2.231016755104064941e-03,9.130686521530151367e-03,5.855888128280639648e-03,4.876583814620971680e-03,2.565383911132812500e-04,-4.091829061508178711e-03,1.952007412910461426e-03,6.721213459968566895e-03,1.141399145126342773e-03,1.624226570129394531e-03
5.683787167072296143e-04,-1.129791140556335449e-03,-3.995835781097412109e-03,-3.897599875926971436e-03,-3.148540854454040527e-03,-4.753470420837402344e-04,3.147721290588378906e-03,3.812268376350402832e-03,-5.385721102356910706e-03,4.267930984497070312e-03,-1.577764749526977539e-03,2.088323235511779785e-03,-6.879806518554687500e-03,-4.828095436096191406e-03,-1.930668950080871582e-03,2.209305763244628906e-03,5.059987306594848633e-04,4.990428686141967773e-03,5.523934960365295410e-03,6.298914551734924316e-03,8.348271250724792480e-03,1.365503668785095215e-02,6.294608116149902344e-03,7.276445627212524414e-03,4.910260438919067383e-03,-4.609525203704833984e-03,4.824608564376831055e-03,2.844899892807006836e-03,3.442764282226562500e-03,5.783796310424804688e-03
5.683787167072296143e-04,1.144200563430786133e-03,8.229650557041168213e-04,1.406271010637283325e-03,1.201726496219635010e-03,4.462286829948425293e-03,6.118863821029663086e-04,2.325605601072311401e-03,3.385357558727264404e-03,3.110274672508239746e-03,5.232095718383789062e-04,-8.068829774856567383e-04,-3.851801156997680664e-04,2.405196428298950195e-04,3.439970314502716064e-03,5.692541599273681641e-04,5.316883325576782227e-04,8.158385753631591797e-05,-3.903701901435852051e-03,2.718865871429443359e-04,1.577541232109069824e-03,4.338577389717102051e-03,-6.044059991836547852e-04,4.189833998680114746e-03,5.402654409408569336e-03,3.617092967033386230e-03,5.973607301712036133e-03,6.083324551582336426e-03,4.820972681045532227e-03,6.634771823883056641e-03
5.683787167072296143e-04,1.280903816223144531e-03,2.188943326473236084e-04,-5.029141902923583984e-05,3.884546458721160889e-03,5.281120538711547852e-04,2.246350049972534180e-04,5.139857530593872070e-03,3.083229064941406250e-03,1.667097210884094238e-03,5.105644464492797852e-03,8.383393287658691406e-04,-7.802560925483703613e-03,-6.794258952140808105e-04,-2.562031149864196777e-03,-3.199428319931030273e-04,2.098977565765380859e-04,2.395272254943847656e-03,1.064665615558624268e-03,-1.657590270042419434e-03,3.174677491188049316e-03,1.285433769226074219e-03,-1.284636557102203369e-03,-8.249282836914062500e-04,9.511858224868774414e-04,-1.490399241447448730e-03,-3.282129764556884766e-04,1.108452677726745605e-03,3.847792744636535645e-03,1.564309000968933105e-03
5.683787167072296143e-04,-1.325562596321105957e-03,1.631490886211395264e-04,4.077833145856857300e-03,6.422996520996093750e-03,6.988130509853363037e-03,7.592082023620605469e-03,2.284713089466094971e-03,7.940903306007385254e-03,5.020186305046081543e-03,3.762617707252502441e-03,4.825524985790252686e-03,7.575958967208862305e-03,6.888419389724731445e-03,6.485506892204284668e-04,-6.359517574310302734e-04,9.766370058059692383e-04,2.586454153060913086e-03,4.790544509887695312e-03,4.347801208496093750e-03,1.325055956840515137e-03,2.989336848258972168e-03,5.098074674606323242e-03,2.462670207023620605e-03,2.928137779235839844e-03,8.779615163803100586e-04,-8.029341697692871094e-04,3.224372863769531250e-03,1.604974269866943359e-03,6.341040134429931641e-04
5.683787167072296143e-04,-1.436263322830200195e-03,-9.051524102687835693e-04,-1.530606299638748169e-03,-1.049943268299102783e-03,-1.731753349304199219e-03,3.288403153419494629e-03,2.326481044292449951e-03,-1.175783574581146240e-03,-3.227517008781433105e-04,-2.263233065605163574e-03,1.085400581359863281e-04,1.281604170799255371e-03,1.439586281776428223e-03,-7.454529404640197754e-03,-2.827793359756469727e-03,5.767196416854858398e-04,2.518743276596069336e-04,5.084916949272155762e-03,3.007411956787109375e-03,4.196628928184509277e-03,7.988885045051574707e-03,9.475648403167724609e-05,4.201829433441162109e-03,4.332363605499267578e-04,1.555740833282470703e-03,-4.032820463180541992e-03,-9.441643953323364258e-03,-6.064742803573608398e-03,-8.009076118469238281e-03
5.683787167072296143e-04,9.014382958412170410e-04,1.258969306945800781e-03,-8.690282702445983887e-04,-7.557384669780731201e-04,1.332111656665802002e-03,4.242867231369018555e-03,-1.341246068477630615e-03,1.790486276149749756e-03,1.616097986698150635e-03,2.348676323890686035e-03,-2.835690975189208984e-05,2.033837139606475830e-03,2.483598887920379639e-03,2.096846699714660645e-03,2.311751246452331543e-03,2.833686769008636475e-03,2.437531948089599609e-03,4.393234848976135254e-03,5.547672510147094727e-03,6.944701075553894043e-03,8.428901433944702148e-03,5.310818552970886230e-03,2.657622098922729492e-03,2.724677324295043945e-03,3.960132598876953125e-03,5.560100078582763672e-03,5.617022514343261719e-03,-1.864284276962280273e-03,-2.797931432723999023e-03
